id,title,num_list_users
10165,Nichijou,788130
31181,Owarimonogatari,434665
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,535263
36999,Zoku Owarimonogatari,197547
40787,Josee to Tora to Sakana-tachi,297714
40059,Golden Kamuy 3rd Season,126581
20583,Haikyuu!!,1697578
38450,Mo Dao Zu Shi: Xian Yun Pian,84934
36885,Saenai Heroine no Sodatekata Fine,150797
46095,Vivy: Fluorite Eye's Song,421805
392,Yuu☆Yuu☆Hakusho,598959
34612,Saiki Kusuo no Ψ-nan 2,539295
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,933080
37105,Grand Blue,640579
38889,Kono Oto Tomare! Part 2,138584
467,Koukaku Kidoutai: Stand Alone Complex,365964
2246,Mononoke,277627
33255,Saiki Kusuo no Ψ-nan,919420
5028,Major S5,65518
48653,Yoru ni Kakeru,13164
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,60494
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,358547
25781,Shingeki no Kyojin: Kuinaki Sentaku,447845
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,335326
5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),190708
37965,Kaze ga Tsuyoku Fuiteiru,261648
14397,Chihayafuru 2,214350
5941,Cross Game,114805
32366,Gintama°: Aizome Kaori-hen,75025
35557,Houseki no Kuni (TV),391008
136,Hunter x Hunter,522460
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1422648
39808,Non Non Biyori Nonstop,102395
39551,Tensei shitara Slime Datta Ken 2nd Season,734976
50380,Paripi Koumei,146953
40730,Tian Guan Ci Fu,95147
31646,3-gatsu no Lion,606023
22789,Barakamon,598861
41025,Fumetsu no Anata e,680757
2251,Baccano!,830611
5,Cowboy Bebop: Tengoku no Tobira,334185
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,337443
30709,Kamisama Hajimemashita: Kako-hen,145904
9260,Kizumonogatari I: Tekketsu-hen,469823
39247,Kobayashi-san Chi no Maid Dragon S,445128
10162,Usagi Drop,453333
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,604195
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,185370
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,940203
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,933334
48736,Sono Bisque Doll wa Koi wo Suru,679008
47194,Summertime Render,180704
572,Kaze no Tani no Nausicaä,329983
10030,Bakuman. 2nd Season,328193
38883,Haikyuu!! To the Top,773075
777,Hellsing Ultimate,819124
44042,Holo no Graffiti,45621
9756,Mahou Shoujo Madoka★Magica,1153254
13601,Psycho-Pass,1464880
6945,Gintama: Shiroyasha Koutan,63155
39533,Given,467864
42984,Gotcha!,25082
17389,Kingdom 2nd Season,102686
22535,Kiseijuu: Sei no Kakuritsu,1635151
49909,Kotarou wa Hitorigurashi,75316
5081,Bakemonogatari,1279504
9617,K-On! Movie,294194
7655,Major S6,57810
10937,Mobile Suit Gundam: The Origin,63125
30,Neon Genesis Evangelion,1554369
5040,One Outs,214434
2559,Romeo no Aoi Sora,44384
12029,Uchuu Senkan Yamato 2199,105109
5341,Ookami to Koushinryou II,450566
338,Versailles no Bara,84121
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,1460245
49701,Doupo Cangqiong: San Nian Zhi Yue,3472
6594,Katanagatari,517098
5420,Kemono no Souja Erin,78860
31043,Boku dake ga Inai Machi,1828581
3784,Evangelion: 2.0 You Can (Not) Advance,469362
28701,Fate/stay night: Unlimited Blade Works 2nd Season,765902
39112,Kawaki wo Ameku,24756
4081,Natsume Yuujinchou,483210
1210,NHK ni Youkoso!,651272
12531,Sakamichi no Apollon,345698
38826,Tenki no Ko,800793
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,543093
11917,Major: World Series,33785
34240,Shelter (Music),306827
44940,World Trigger 3rd Season,81031
30346,Doukyuusei (Movie),230049
10408,Hotarubi no Mori e,732388
137,Hunter x Hunter: Original Video Animation,116049
185,Initial D First Stage,308854
24415,Kuroko no Basket 3rd Season,666471
1365,Detective Conan Movie 06: The Phantom of Baker Street,69731
30230,Diamond no Ace: Second Season,122692
38691,Dr. Stone,1441602
31988,Hibike! Euphonium 2,201828
486,Kino no Tabi: The Beautiful World,274877
45,Rurouni Kenshin: Meiji Kenkaku Romantan,450270
13125,Shinsekai yori,716453
25835,Shirobako,409314
10863,Steins;Gate: Oukoubakko no Poriomania,399987
2685,Tsubasa: Tokyo Revelations,89605
2402,Ashita no Joe,76239
57,Beck,304632
10087,Fate/Zero,1354946
19363,Gin no Saji 2nd Season,134896
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,312991
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,1313964
43,Koukaku Kidoutai,555789
1698,Nodame Cantabile,293173
6675,Redline,327433
2418,Stranger: Mukou Hadan,303674
759,Tokyo Godfathers,251113
329,Planetes,226251
44055,Sasaki to Miyano,121002
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,1463243
513,Tenkuu no Shiro Laputa,421420
34798,Yuru Camp△,416558
28805,Bakemono no Ko,379019
40052,Great Pretender,533943
139,Hunter x Hunter: Greed Island Final,130883
22507,Initial D Final Stage,115933
36990,Non Non Biyori Movie: Vacation,67112
23327,Space☆Dandy 2nd Season,151643
523,Tonari no Totoro,924242
31240,Re:Zero kara Hajimeru Isekai Seikatsu,1925623
1033,Sennen Joyuu,156998
40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,49108
11843,Danshi Koukousei no Nichijou,734737
38731,Diamond no Ace: Act II,75600
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,172451
31812,Kuroshitsuji Movie: Book of the Atlantic,170947
40211,Luo Xiao Hei Zhan Ji (Movie),16922
41457,86,531952
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,20563
1842,Major S3,63948
1735,Naruto: Shippuuden,2119170
5690,Nodame Cantabile: Finale,121309
38234,One Piece Movie 14: Stampede,136412
2966,Ookami to Koushinryou,742543
37078,Quanzhi Gaoshou Specials,94823
37055,Youjo Senki Movie,228361
43325,Yuukoku no Moriarty Part 2,186527
627,Major S1,92850
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,121534
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,934549
37520,Dororo,1012960
42498,Douluo Dalu: Xiaowu Juebie,8809
37989,Golden Kamuy 2nd Season,161260
265,Hajime no Ippo: Mashiba vs. Kimura,92747
16894,Kuroko no Basket 2nd Season,754554
18115,Magi: The Kingdom of Magic,765343
5460,Detective Conan Movie 13: The Raven Chaser,53568
38680,Fruits Basket 1st Season,669885
1142,Hachimitsu to Clover II,100085
15227,Kono Sekai no Katasumi ni,163975
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,182761
585,Mimi wo Sumaseba,300729
33674,No Game No Life: Zero,769618
9863,SKET Dance,209784
6,Trigun,659514
3091,xxxHOLiC: Kei,130966
512,Majo no Takkyuubin,493620
558,Major S2,66402
3226,Major S4,60511
40729,Nomad: Megalo Box 2,169609
35466,ReLIFE: Kanketsu-hen,331003
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,182003
49114,Vanitas no Karte Part 2,180911
38003,Bungou Stray Dogs 3rd Season,494054
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,106644
42897,Horimiya,1030913
45577,IDOLiSH7: Third Beat!,15568
16664,Kaguya-hime no Monogatari,194392
7674,Bakuman.,571794
12115,Berserk: Ougon Jidai-hen III - Kourin,194880
32867,Bungou Stray Dogs 2nd Season,704708
10800,Chihayafuru,415898
6811,InuYasha: Kanketsu-hen,254464
18195,Little Busters!: Refrain,153842
2150,Tanoshii Muumin Ikka,22814
38481,Toaru Kagaku no Railgun T,197858
34537,Yoru wa Mijikashi Arukeyo Otome,105581
1453,Maison Ikkoku,62538
23623,Non Non Biyori Repeat,182276
32843,Senki Zesshou Symphogear XV,34287
440,Shoujo Kakumei Utena,189420
35838,Shoujo Shuumatsu Ryokou,290440
37171,Asobi Asobase,401957
34636,Ballroom e Youkoso,291590
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,388974
22297,Fate/stay night: Unlimited Blade Works,947044
18617,Girls & Panzer Movie,94146
1889,Higurashi no Naku Koro ni Kai,443300
138,Hunter x Hunter: Greed Island,139901
25681,Kamisama Hajimemashita◎,339804
35677,Liz to Aoi Tori,114465
962,Aria the Natural,72524
1519,Black Lagoon: The Second Barrage,457494
41361,Eiga Daisuki Pompo-san (Movie),19318
4921,Ramayana: The Legend of Prince Rama,6245
28171,Shokugeki no Souma,1480501
9890,Major: Message,28268
30503,Noragami Aragoto,1309848
28223,Death Parade,1552967
32005,Detective Conan Movie 20: The Darkest Nightmare,35900
7791,K-On!!,622370
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,234595
47,Akira,727830
33486,Boku no Hero Academia 2nd Season,2209479
235,Detective Conan,309037
40421,Given Movie,187184
36296,Hinamatsuri (TV),446956
853,Ouran Koukou Host Club,1010819
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,149203
11597,Nisemonogatari,676761
4477,Nodame Cantabile: Paris-hen,117327
1827,Seirei no Moribito,201353
232,Cardcaptor Sakura,393934
813,Dragon Ball Z,1095630
239,Gankutsuou,226335
18,Initial D Fourth Stage,153350
3701,Kaiba,135088
1430,Lupin III: Cagliostro no Shiro,103413
35857,Lupin III: Part 5,38537
39792,Eizouken ni wa Te wo Dasu na!,291959
37962,IDOLiSH7: Second Beat!,24394
186,Initial D Second Stage,178414
1604,Katekyo Hitman Reborn!,519648
40911,Yuukoku no Moriarty,321688
37430,Tensei shitara Slime Datta Ken,1168177
2236,Toki wo Kakeru Shoujo,723634
42249,Tokyo Revengers,942586
36946,Dragon Ball Super: Broly,317723
3371,Ginga Eiyuu Densetsu Gaiden,21544
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,158590
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,66736
39783,5-toubun no Hanayome ∬,566285
34572,Black Clover,1349430
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,229931
3702,Detroit Metal City,196060
6746,Durarara!!,1291076
121,Fullmetal Alchemist,1352188
30831,Kono Subarashii Sekai ni Shukufuku wo!,1699853
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,93306
8129,Kuragehime,213642
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,253480
2581,Mobile Suit Gundam 00,203993
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,16908
721,Princess Tutu,151180
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,184781
6336,Mobile Suit Gundam Unicorn,89239
19815,No Game No Life,2155693
4155,One Piece Film: Strong World,214815
13759,Sakura-sou no Pet na Kanojo,1133333
32282,Shokugeki no Souma: Ni no Sara,1022493
4224,Toradora!,1976720
4938,Tsubasa: Shunraiki,59045
28025,Tsukimonogatari,382725
34076,Uchouten Kazoku 2,58830
3901,Baccano! Specials,168609
18689,Diamond no Ace,219568
42497,Douluo Dalu: Qian Hua Xi Jin,7353
30370,Akatsuki no Yona OVA,119786
24833,Ansatsu Kyoushitsu,1736654
37822,Douluo Dalu: Jingying Sai,14101
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,30860
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,1022982
39198,Kanata no Astra,261183
16662,Kaze Tachinu,277742
31051,Kuroko no Basket: Saikou no Present Desu,91812
23283,Zankyou no Terror,1027348
302,Mirai Shounen Conan,43482
3927,Mobile Suit Gundam 00 Second Season,139523
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,68871
4722,Skip Beat!,248510
34822,Tsuki ga Kirei,475938
1382,Yuusha-Ou GaoGaiGar Final,8979
36456,Boku no Hero Academia 3rd Season,1897543
16918,Gin no Saji,267212
12069,Hajime no Ippo: Boxer no Kobushi,46270
12189,Hyouka,1214818
38993,Karakai Jouzu no Takagi-san 2,281602
6547,Angel Beats!,1901135
2025,Darker than Black: Kuro no Keiyakusha,864659
135,Hikaru no Go,126348
15059,Initial D Fifth Stage,121556
14713,Kamisama Hajimemashita,568969
11771,Kuroko no Basket,1061111
31658,Kuroko no Basket Movie 4: Last Game,249961
22145,Kuroshitsuji: Book of Circus,362505
41402,Mairimashita! Iruma-kun 2nd Season,223281
21469,Stand By Me Doraemon,45135
40907,World Trigger 2nd Season,118062
24277,Yowamushi Pedal: Grande Road,125588
35062,Mahoutsukai no Yome,784374
339,Serial Experiments Lain,637110
1559,Shijou Saikyou no Deshi Kenichi,277684
1367,Detective Conan Movie 08: Magician of the Silver Sky,50943
38668,Dorohedoro,440621
27833,Durarara!!x2 Ketsu,348289
8425,Gosick,494226
237,Koukyoushihen Eureka Seven,411449
23317,Kuroshitsuji: Book of Murder,221049
2164,Dennou Coil,135395
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,10875
3665,Ginga Eiyuu Densetsu Gaiden (1999),18218
1974,Glass no Kamen (2005),35658
1486,Kodomo no Omocha (TV),59760
851,Kyou kara Ore wa!!,29299
21557,Omoide no Marnie,253343
5681,Summer Wars,481865
4918,xxxHOLiC: Shunmuki,65262
47904,Hololive Alternative,7210
18679,Kill la Kill,1551015
3167,Eve no Jikan,170983
72,Full Metal Panic? Fumoffu,277511
153,Juuni Kokuki,131967
3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,210242
48926,"Komi-san wa, Comyushou desu.",645991
2034,Lovely★Complex,525938
31251,Mobile Suit Gundam: Iron-Blooded Orphans,204756
1943,Paprika,460045
42923,SK∞,445235
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,215391
1914,Saiunkoku Monogatari 2nd Season,38171
35788,Shokugeki no Souma: San no Sara,866787
16049,Toaru Kagaku no Railgun S,353204
5365,Tsumiki no Ie,88939
40174,Zombieland Saga: Revenge,178194
25013,Akatsuki no Yona,750029
27663,Baby Steps 2nd Season,85123
889,Black Lagoon,875423
4901,Black Lagoon: Roberta's Blood Trail,257515
1482,D.Gray-man,641212
781,Detective Conan Movie 03: The Last Wizard of the Century,59422
1363,Detective Conan Movie 04: Captured in Her Eyes,55989
227,FLCL,730677
589,Ginga Nagareboshi Gin,24307
14513,Magi: The Labyrinth of Magic,938649
39565,Boku no Hero Academia the Movie 2: Heroes:Rising,467276
2759,Evangelion: 1.0 You Are (Not) Alone,488353
268,Golden Boy,323202
16,Hachimitsu to Clover,246545
7054,Kaichou wa Maid-sama!,1121942
16706,Kami nomi zo Shiru Sekai: Megami-hen,316125
14807,Kara no Kyoukai Movie: Mirai Fukuin,104321
9204,Omae Umasou da na,17159
535,Slayers Next,65374
35790,Tate no Yuusha no Nariagari,1336647
6211,Tokyo Magnitude 8.0,275709
42941,Uma Musume: Pretty Derby (TV) Season 2,36912
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,1261254
81,Mobile Suit Gundam: The 08th MS Team,72931
31149,Persona 3 the Movie 4: Winter of Rebirth,63321
44235,Pui Pui Molcar,11779
2563,Aria the OVA: Arietta,34863
2167,Clannad,1297816
4789,ef: A Tale of Melodies.,157081
2004,Hanada Shounen-shi,13837
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,234458
41169,Love Live! Superstar!!,52359
44412,Doupo Cangqiong 4th Season,3949
7465,Eve no Jikan (Movie),117632
27989,Hibike! Euphonium,408537
40716,Kakushigoto (TV),286161
6045,Kimi ni Todoke,808765
40397,Maoujou de Oyasumi,171467
16067,Nagi no Asu kara,555256
846,School Rumble Ni Gakki,149928
1065,Touch,31753
1023,Wolf's Rain OVA,61339
7720,Ookiku Furikabutte: Natsu no Taikai-hen,41504
30015,ReLIFE,912109
12477,Sakasama no Patema,261327
42640,Wan Sheng Jie 2,7161
861,xxxHOLiC,289550
23199,Durarara!!x2 Shou,446063
39570,High Score Girl II,117352
9656,Kimi ni Todoke 2nd Season,406300
33206,Kobayashi-san Chi no Maid Dragon,1086282
31173,Akagami no Shirayuki-hime 2nd Season,319009
27831,Durarara!!x2 Ten,364259
9996,Hyouge Mono,25419
35848,Promare,239249
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,78430
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,635564
25879,Working!!!,227999
20,Naruto,2486664
20507,Noragami,1935078
5682,Phantom: Requiem for the Phantom,309943
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,98292
41611,Wan Sheng Jie,15038
32615,Youjo Senki,783041
66,Azumanga Daioh,298751
387,Haibane Renmei,249474
1530,Kanon (2006),254662
12031,Kingdom,178958
77,Mahou Shoujo Lyrical Nanoha A's,61242
223,Dragon Ball,910923
967,Hokuto no Ken,117813
2076,Kindaichi Shounen no Jikenbo,26560
5678,Kobato.,155675
1089,Macross: Do You Remember Love?,42289
10721,Mawaru Penguindrum,278836
10049,Nurarihyon no Mago: Sennen Makyou,151929
31174,Osomatsu-san,160166
2154,Tekkon Kinkreet,100465
17549,Non Non Biyori,386425
35968,Wotaku ni Koi wa Muzukashii,819367
18179,Yowamushi Pedal,212084
38408,Boku no Hero Academia 4th Season,1456432
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",288085
34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,83745
38337,Gochuumon wa Usagi Desu ka? Bloom,52976
16001,Kokoro Connect: Michi Random,243909
416,Kurenai no Buta,211473
31964,Boku no Hero Academia,2635035
42250,Bungou Stray Dogs Wan!,88326
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,235335
73,Full Metal Panic! The Second Raid,246267
122,Full Moon wo Sagashite,101288
21855,Hanamonogatari,392400
1096,Kidou Keisatsu Patlabor 2 the Movie,30846
11739,Kimi to Boku. 2,82565
6774,Kuuchuu Buranko,85154
17265,Log Horizon,1020430
82,Mobile Suit Gundam 0080: War in the Pocket,51259
31973,Mobile Suit Gundam Thunderbolt,47896
15689,Nekomonogatari: Kuro,505573
2618,Takarajima,17495
21647,Tamako Love Story,335176
4106,Trigun: Badlands Rumble,125424
38349,Wotaku ni Koi wa Muzukashii OVA,165413
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,61456
33221,Mobile Suit Gundam Thunderbolt: December Sky,19450
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,93236
40615,Umibe no Étranger,128919
28,Yakitate!! Japan,90816
30279,Yuru Yuri San☆Hai!,114194
14075,Zetsuen no Tempest,554117
996,Bishoujo Senshi Sailor Moon: Sailor Stars,101890
7338,Darker than Black: Kuro no Keiyakusha Gaiden,241848
11239,Hidamari Sketch x Honeycomb,21643
24997,Love Live! The School Idol Movie,120217
38409,Cike Wu Liuqi,66290
1470,City Hunter,69153
34437,Code Geass: Fukkatsu no Lelouch,277676
15,Eyeshield 21,168725
2952,Final Fantasy VII: Advent Children Complete,125145
9289,Hanasaku Iroha,308477
2829,Ie Naki Ko Remy,18483
14719,JoJo no Kimyou na Bouken (TV),1410221
427,Kaleido Star,78363
16782,Kotonoha no Niwa,757805
28297,Ore Monogatari!!,596931
29803,Overlord,1348557
37675,Overlord III,742960
27775,Plastic Memories,834692
41389,Tonikaku Kawaii,586422
2159,Ookiku Furikabutte,93865
33926,Quanzhi Gaoshou,333237
114,Sakigake!! Cromartie Koukou,126500
12815,Shirokuma Cafe,86404
995,Tennis no Ouji-sama: Zenkoku Taikai-hen,42975
31098,Ushio to Tora (TV) 2nd Season,121657
48580,Vanitas no Karte,384533
37786,Yagate Kimi ni Naru,284880
32995,Yuri!!! on Ice,786691
3228,Zoku Sayonara Zetsubou Sensei,124003
34944,Bungou Stray Dogs: Dead Apple,217895
31339,Drifters,498907
2924,ef: A Tale of Memories.,240886
790,Ergo Proxy,574151
7062,Hidamari Sketch x ☆☆☆,25523
13331,Jormungand: Perfect Order,172838
38080,Kono Oto Tomare!,240614
27947,Lupin III (2015),62820
1088,Macross,97113
14353,Death Billiards,221376
26213,Free! Eternal Summer: Kindan no All Hard!,87508
2890,Gake no Ue no Ponyo,486529
35222,Gakuen Babysitters,279643
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,35069
3907,Ginga Sengoku Gunyuuden Rai,13858
934,Higurashi no Naku Koro ni,736742
1594,Jigoku Shoujo Futakomori,150693
7711,Karigurashi no Arrietty,298019
3572,Macross F,138772
957,Saiunkoku Monogatari,88658
24,School Rumble,307183
11813,Shijou Saikyou no Deshi Kenichi OVA,53033
48171,Summer Ghost,42779
2158,Terra e... (TV),57963
36563,Megalo Box,455531
85,Mobile Suit Zeta Gundam,63727
543,Vampire Hunter D (2000),156883
37936,Wu Shan Wu Xing (2020),41623
37435,Carole & Tuesday,292390
34438,Code Geass: Hangyaku no Lelouch I - Koudou,88120
187,Initial D Third Stage,148203
10080,Kami nomi zo Shiru Sekai II,363915
39195,Beastars,730856
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,185594
10012,Carnival Phantasm,180729
35075,Hoozuki no Reitetsu 2nd Season,42689
42076,Inochi no Tabekata,3593
1695,Les Misérables: Shoujo Cosette,25881
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,29409
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,78975
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,60935
20057,Space☆Dandy,318005
9941,Tiger & Bunny,210839
6377,Zan Sayonara Zetsubou Sensei,99895
2605,Sayonara Zetsubou Sensei,321002
11123,Sekaiichi Hatsukoi 2,146354
22,Tennis no Ouji-sama,166419
6505,There She Is!!,23478
949,Top wo Nerae! Gunbuster,111365
9513,Beelzebub,545069
532,Bishoujo Senshi Sailor Moon S,132318
30415,High☆Speed! Movie: Free! Starting Days,84540
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,270064
49052,Ao Ashi,78717
